id;segment_code;segment;family_code;family;created_at;updated_at
729;60;"Instrumentos Musicales, Juegos, Juguetes, Artes, Artesanías y Equipo educativo, Materiales, Accesorios y Suministros";6014;Juguetes y juegos;2025-10-10 18:07:43;2025-10-10 18:07:43
730;70;"Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna";7010;Pesquerías y acuicultura;2025-10-10 18:07:43;2025-10-10 18:07:43
732;70;"Servicios de Contratación Agrícola, Pesquera, Forestal y de Fauna";7011;Horticultura;2025-10-10 18:07:44;2025-10-10 18:07:44
733;70;"Servicios de Contratación Agrícola, Pesquera, Forestal y de Fauna";7012;Servicios de animales vivos;2025-10-10 18:07:44;2025-10-10 18:07:44
734;70;"Servicios de Contratación Agrícola, Pesquera, Forestal y de Fauna";7013;"Preparación, gestión y protección del terreno y del suelo";2025-10-10 18:07:44;2025-10-10 18:07:44
735;70;"Servicios de Contratación Agrícola, Pesquera, Forestal y de Fauna";7014;"Producción, gestión y protección de cultivos";2025-10-10 18:07:44;2025-10-10 18:07:44
736;70;"Servicios de Contratación Agrícola, Pesquera, Forestal y de Fauna";7015;Silvicultura;2025-10-10 18:07:44;2025-10-10 18:07:44
737;70;"Servicios de Contratación Agrícola, Pesquera, Forestal y de Fauna";7016;Fauna y flora silvestres;2025-10-10 18:07:45;2025-10-10 18:07:45
738;70;"Servicios de Contratación Agrícola, Pesquera, Forestal y de Fauna";7017;Desarrollo y vigilancia de recursos hidráulicos;2025-10-10 18:07:45;2025-10-10 18:07:45
739;71;"Servicios de Minería, Petróleo y Gas";7110;Servicios de minería;2025-10-10 18:07:45;2025-10-10 18:07:45
740;71;"Servicios de Minería, Petróleo y Gas";7111;Servicios de perforación y prospección petrolífera y de gas;2025-10-10 18:07:45;2025-10-10 18:07:45
741;71;"Servicios de Minería, Petróleo y Gas";7112;Servicios de construcción y perforación de pozos;2025-10-10 18:07:45;2025-10-10 18:07:45
742;71;"Servicios de Minería, Petróleo y Gas";7113;Servicios de aumento de la extracción y producción de gas y petróleo;2025-10-10 18:07:46;2025-10-10 18:07:46
743;71;"Servicios de Minería, Petróleo y Gas";7114;Servicios de restauración y recuperación de gas y petróleo;2025-10-10 18:07:46;2025-10-10 18:07:46
744;71;"Servicios de Minería, Petróleo y Gas";7115;Servicios de procesamiento y gestión de datos de petróleo y gas;2025-10-10 18:07:46;2025-10-10 18:07:46
745;71;"Servicios de Minería, Petróleo y Gas";7116;Servicios de gerencia de proyectos en pozos de petróleo y gas;2025-10-10 18:07:46;2025-10-10 18:07:46
746;72;"Servicios de Edificación, Construcción de Instalaciones y Mantenimiento";7210;Servicios de mantenimiento y reparaciones de construcciones e instalaciones;2025-10-10 18:07:46;2025-10-10 18:07:46
747;72;"Servicios de Edificación, Construcción de Instalaciones y Mantenimiento";7211;Servicios de construcción de edificaciones residenciales;2025-10-10 18:07:47;2025-10-10 18:07:47
748;72;"Servicios de Edificación, Construcción de Instalaciones y Mantenimiento";7212;Servicios de construcción de edificaciones no residenciales;2025-10-10 18:07:47;2025-10-10 18:07:47
749;72;"Servicios de Edificación, Construcción de Instalaciones y Mantenimiento";7214;Servicios de construcción pesada;2025-10-10 18:07:47;2025-10-10 18:07:47
750;72;"Servicios de Edificación, Construcción de Instalaciones y Mantenimiento";7215;Servicios de mantenimiento y construcción de comercio especializado;2025-10-10 18:07:47;2025-10-10 18:07:47
751;73;Servicios de Producción Industrial y Manufactura;7310;Industrias de plásticos y productos químicos;2025-10-10 18:07:47;2025-10-10 18:07:47
752;73;Servicios de Producción Industrial y Manufactura;7311;Industrias de la madera y el papel;2025-10-10 18:07:48;2025-10-10 18:07:48
753;73;Servicios de Producción Industrial y Manufactura;7312;Industrias del metal y de minerales;2025-10-10 18:07:48;2025-10-10 18:07:48
754;73;Servicios de Producción Industrial y Manufactura;7313;Industrias de alimentos y bebidas;2025-10-10 18:07:48;2025-10-10 18:07:48
755;73;Servicios de Producción Industrial y Manufactura;7314;"Industrias de fibras, textiles y de tejidos";2025-10-10 18:07:48;2025-10-10 18:07:48
756;73;Servicios de Producción Industrial y Manufactura;7315;Servicios de apoyo a la fabricación;2025-10-10 18:07:48;2025-10-10 18:07:48
757;73;Servicios de Producción Industrial y Manufactura;7316;Fabricación de maquinaria y equipo de transporte;2025-10-10 18:07:49;2025-10-10 18:07:49
758;73;Servicios de Producción Industrial y Manufactura;7317;Fabricación de productos eléctricos e instrumentos de precisión;2025-10-10 18:07:49;2025-10-10 18:07:49
759;73;Servicios de Producción Industrial y Manufactura;7318;Servicios de maquinado y procesado;2025-10-10 18:07:49;2025-10-10 18:07:49
760;76;"Servicios de Limpieza, Descontaminación y Tratamiento de Residuos";7610;Servicios de descontaminación;2025-10-10 18:07:49;2025-10-10 18:07:49
761;76;"Servicios de Limpieza, Descontaminación y Tratamiento de Residuos";7611;Servicios de aseo y limpieza;2025-10-10 18:07:49;2025-10-10 18:07:49
762;76;"Servicios de Limpieza, Descontaminación y Tratamiento de Residuos";7612;Eliminación y tratamiento de desechos;2025-10-10 18:07:50;2025-10-10 18:07:50
763;76;"Servicios de Limpieza, Descontaminación y Tratamiento de Residuos";7613;Limpieza de residuos tóxicos y peligrosos;2025-10-10 18:07:50;2025-10-10 18:07:50
764;77;Servicios Medioambientales;7710;Gestión medioambiental;2025-10-10 18:07:50;2025-10-10 18:07:50
765;77;Servicios Medioambientales;7711;Protección medioambiental;2025-10-10 18:07:50;2025-10-10 18:07:50
766;77;Servicios Medioambientales;7712;"Seguimiento, control y rehabilitación de la contaminación";2025-10-10 18:07:50;2025-10-10 18:07:50
767;77;Servicios Medioambientales;7713;"Servicios de seguimiento, control o rehabilitación de contaminantes";2025-10-10 18:07:51;2025-10-10 18:07:51
768;78;"Servicios de Transporte, Almacenaje y Correo";7810;Transporte de correo y carga;2025-10-10 18:07:51;2025-10-10 18:07:51
769;78;"Servicios de Transporte, Almacenaje y Correo";7811;Transporte de pasajeros;2025-10-10 18:07:51;2025-10-10 18:07:51
770;78;"Servicios de Transporte, Almacenaje y Correo";7812;Manejo y embalaje de material;2025-10-10 18:07:51;2025-10-10 18:07:51
771;78;"Servicios de Transporte, Almacenaje y Correo";7813;Almacenaje;2025-10-10 18:07:51;2025-10-10 18:07:51
772;78;"Servicios de Transporte, Almacenaje y Correo";7814;Servicios de transporte;2025-10-10 18:07:52;2025-10-10 18:07:52
773;78;"Servicios de Transporte, Almacenaje y Correo";7818;Servicios de mantenimiento o reparaciones de transportes;2025-10-10 18:07:52;2025-10-10 18:07:52
774;80;"Servicios de Gestión, Servicios Profesionales de Empresa y Servicios Administrativos";8010;Servicios de asesoría de gestión;2025-10-10 18:07:52;2025-10-10 18:07:52
775;80;"Servicios de Gestión, Servicios Profesionales de Empresa y Servicios Administrativos";8011;Servicios de recursos humanos;2025-10-10 18:07:52;2025-10-10 18:07:52
776;80;"Servicios de Gestión, Servicios Profesionales de Empresa y Servicios Administrativos";8012;Servicios legales;2025-10-10 18:07:52;2025-10-10 18:07:52
777;80;"Servicios de Gestión, Servicios Profesionales de Empresa y Servicios Administrativos";8013;Servicios inmobiliarios;2025-10-10 18:07:53;2025-10-10 18:07:53
778;80;"Servicios de Gestión, Servicios Profesionales de Empresa y Servicios Administrativos";8014;Comercialización y distribución;2025-10-10 18:07:53;2025-10-10 18:07:53
779;80;"Servicios de Gestión, Servicios Profesionales de Empresa y Servicios Administrativos";8015;Política comercial y servicios;2025-10-10 18:07:53;2025-10-10 18:07:53
780;80;"Servicios de Gestión, Servicios Profesionales de Empresa y Servicios Administrativos";8016;Servicios de administración de empresas;2025-10-10 18:07:53;2025-10-10 18:07:53
781;81;"Servicios Basados en Ingeniería, Investigación y Tecnología";8110;Servicios profesionales de ingeniería;2025-10-10 18:07:53;2025-10-10 18:07:53
782;81;"Servicios Basados en Ingeniería, Investigación y Tecnología";8111;Servicios informáticos;2025-10-10 18:07:54;2025-10-10 18:07:54
783;81;"Servicios Basados en Ingeniería, Investigación y Tecnología";8112;Economía;2025-10-10 18:07:54;2025-10-10 18:07:54
784;81;"Servicios Basados en Ingeniería, Investigación y Tecnología";8113;Estadística;2025-10-10 18:07:54;2025-10-10 18:07:54
785;81;"Servicios Basados en Ingeniería, Investigación y Tecnología";8114;Tecnologías de fabricación;2025-10-10 18:07:54;2025-10-10 18:07:54
786;81;"Servicios Basados en Ingeniería, Investigación y Tecnología";8115;Servicios de pedología;2025-10-10 18:07:54;2025-10-10 18:07:54
787;81;"Servicios Basados en Ingeniería, Investigación y Tecnología";8116;Entrega de servicios de tecnología de información;2025-10-10 18:07:55;2025-10-10 18:07:55
788;82;"Servicios Editoriales, de Diseño, de Artes Graficas y Bellas Artes";8210;Publicidad;2025-10-10 18:07:55;2025-10-10 18:07:55
789;82;"Servicios Editoriales, de Diseño, de Artes Graficas y Bellas Artes";8211;Escritura y traducciones;2025-10-10 18:07:55;2025-10-10 18:07:55
790;82;"Servicios Editoriales, de Diseño, de Artes Graficas y Bellas Artes";8212;Servicios de reproducción;2025-10-10 18:07:55;2025-10-10 18:07:55
791;82;"Servicios Editoriales, de Diseño, de Artes Graficas y Bellas Artes";8213;Servicios fotográficos;2025-10-10 18:07:56;2025-10-10 18:07:56
792;82;"Servicios Editoriales, de Diseño, de Artes Graficas y Bellas Artes";8214;Diseño gráfico;2025-10-10 18:07:56;2025-10-10 18:07:56
793;82;"Servicios Editoriales, de Diseño, de Artes Graficas y Bellas Artes";8215;Artistas e intérpretes profesionales;2025-10-10 18:07:56;2025-10-10 18:07:56
794;83;Servicios Públicos y Servicios Relacionados con el Sector Público;8310;Servicios públicos;2025-10-10 18:07:56;2025-10-10 18:07:56
795;83;Servicios Públicos y Servicios Relacionados con el Sector Público;8311;Servicios de medios de telecomunicaciones;2025-10-10 18:07:56;2025-10-10 18:07:56
796;83;Servicios Públicos y Servicios Relacionados con el Sector Público;8312;Servicios de información;2025-10-10 18:07:56;2025-10-10 18:07:56
797;84;Servicios Financieros y de Seguros;8410;Finanzas de desarrollo;2025-10-10 18:07:57;2025-10-10 18:07:57
798;84;Servicios Financieros y de Seguros;8411;Servicios de contabilidad y auditorias;2025-10-10 18:07:57;2025-10-10 18:07:57
799;84;Servicios Financieros y de Seguros;8412;Banca e inversiones;2025-10-10 18:07:57;2025-10-10 18:07:57
800;84;Servicios Financieros y de Seguros;8413;Servicios de seguros y pensiones;2025-10-10 18:07:57;2025-10-10 18:07:57
801;84;Servicios Financieros y de Seguros;8414;Agencias de crédito;2025-10-10 18:07:58;2025-10-10 18:07:58
802;85;Servicios de Salud;8510;Servicios integrales de salud;2025-10-10 18:07:58;2025-10-10 18:07:58
803;85;Servicios de Salud;8511;Prevención y control de enfermedades;2025-10-10 18:07:58;2025-10-10 18:07:58
804;85;Servicios de Salud;8512;Práctica médica;2025-10-10 18:07:58;2025-10-10 18:07:58
805;85;Servicios de Salud;8513;"Ciencia médica, investigación y experimentación";2025-10-10 18:07:58;2025-10-10 18:07:58
806;85;Servicios de Salud;8514;Medicina alternativa y holística;2025-10-10 18:07:59;2025-10-10 18:07:59
807;85;Servicios de Salud;8515;Servicios alimenticios y de nutrición;2025-10-10 18:07:59;2025-10-10 18:07:59
808;85;Servicios de Salud;8516;"Servicios de mantenimiento, renovación y reparación de equipo médico quirúrgico";2025-10-10 18:07:59;2025-10-10 18:07:59
809;85;Servicios de Salud;8517;Servicios de muerte y soporte al fallecimiento;2025-10-10 18:07:59;2025-10-10 18:07:59
810;86;Servicios Educativos y de Formación;8610;Formación profesional;2025-10-10 18:07:59;2025-10-10 18:07:59
811;86;Servicios Educativos y de Formación;8611;Sistemas educativos alternativos;2025-10-10 18:08:00;2025-10-10 18:08:00
812;86;Servicios Educativos y de Formación;8612;Instituciones educativas;2025-10-10 18:08:00;2025-10-10 18:08:00
813;86;Servicios Educativos y de Formación;8613;Servicios educativos especializados;2025-10-10 18:08:00;2025-10-10 18:08:00
814;86;Servicios Educativos y de Formación;8614;Instalaciones educativas;2025-10-10 18:08:00;2025-10-10 18:08:00
815;90;"Servicios de Viajes, Alimentación, Alojamiento y Entretenimiento";9010;Restaurantes y catering (servicios de comidas y bebidas);2025-10-10 18:08:00;2025-10-10 18:08:00
816;90;"Servicios de Viajes, Alimentación, Alojamiento y Entretenimiento";9011;"Instalaciones hoteleras, alojamientos y centros de encuentros";2025-10-10 18:08:01;2025-10-10 18:08:01
817;90;"Servicios de Viajes, Alimentación, Alojamiento y Entretenimiento";9012;Facilitación de viajes;2025-10-10 18:08:01;2025-10-10 18:08:01
818;90;"Servicios de Viajes, Alimentación, Alojamiento y Entretenimiento";9013;Artes interpretativas;2025-10-10 18:08:01;2025-10-10 18:08:01
819;90;"Servicios de Viajes, Alimentación, Alojamiento y Entretenimiento";9014;Deportes comerciales;2025-10-10 18:08:01;2025-10-10 18:08:01
820;90;"Servicios de Viajes, Alimentación, Alojamiento y Entretenimiento";9015;Servicios de entretenimiento;2025-10-10 18:08:01;2025-10-10 18:08:01
821;91;Servicios Personales y Domésticos;9110;Aspecto personal;2025-10-10 18:08:02;2025-10-10 18:08:02
822;91;Servicios Personales y Domésticos;9111;Asistencia doméstica y personal;2025-10-10 18:08:02;2025-10-10 18:08:02
823;92;"Servicios de Defensa Nacional, Orden Publico, Seguridad y Vigilancia";9210;Orden público y seguridad;2025-10-10 18:08:02;2025-10-10 18:08:02
824;92;"Servicios de Defensa Nacional, Orden Publico, Seguridad y Vigilancia";9211;Servicios militares o defensa nacional;2025-10-10 18:08:02;2025-10-10 18:08:02
825;92;"Servicios de Defensa Nacional, Orden Publico, Seguridad y Vigilancia";9212;Seguridad y protección personal;2025-10-10 18:08:02;2025-10-10 18:08:02
826;93;Servicios Políticos y de Asuntos Cívicos;9310;Sistemas e instituciones políticas;2025-10-10 18:08:03;2025-10-10 18:08:03
827;93;Servicios Políticos y de Asuntos Cívicos;9311;Condiciones sociopolíticas;2025-10-10 18:08:03;2025-10-10 18:08:03
828;93;Servicios Políticos y de Asuntos Cívicos;9312;Relaciones internacionales;2025-10-10 18:08:03;2025-10-10 18:08:03
829;93;Servicios Políticos y de Asuntos Cívicos;9313;Ayuda y asistencia humanitaria;2025-10-10 18:08:03;2025-10-10 18:08:03
830;93;Servicios Políticos y de Asuntos Cívicos;9314;Servicios comunitarios y sociales;2025-10-10 18:08:03;2025-10-10 18:08:03
831;93;Servicios Políticos y de Asuntos Cívicos;9315;Servicios de administración y financiación pública;2025-10-10 18:08:04;2025-10-10 18:08:04
832;93;Servicios Políticos y de Asuntos Cívicos;9316;Tributación;2025-10-10 18:08:04;2025-10-10 18:08:04
833;93;Servicios Políticos y de Asuntos Cívicos;9317;Política y regulación comercial;2025-10-10 18:08:04;2025-10-10 18:08:04
834;94;Organizaciones y Clubes;9410;Organizaciones laborales;2025-10-10 18:08:04;2025-10-10 18:08:04
835;94;Organizaciones y Clubes;9411;Organizaciones religiosas;2025-10-10 18:08:04;2025-10-10 18:08:04
836;94;Organizaciones y Clubes;9412;Clubes;2025-10-10 18:08:05;2025-10-10 18:08:05
837;94;Organizaciones y Clubes;9413;"Organizaciones, asociaciones y movimientos cívicos";2025-10-10 18:08:05;2025-10-10 18:08:05
838;95;"Terrenos, Edificios, Estructuras y Vías";9510;Parcelas de tierra;2025-10-10 18:08:05;2025-10-10 18:08:05
839;95;"Terrenos, Edificios, Estructuras y Vías";9511;Vías;2025-10-10 18:08:05;2025-10-10 18:08:05
840;95;"Terrenos, Edificios, Estructuras y Vías";9512;Estructuras y edificios permanentes;2025-10-10 18:08:05;2025-10-10 18:08:05
841;95;"Terrenos, Edificios, Estructuras y Vías";9513;Estructuras y edificios móviles;2025-10-10 18:08:06;2025-10-10 18:08:06
842;95;"Terrenos, Edificios, Estructuras y Vías";9514;Estructuras y edificios prefabricados;2025-10-10 18:08:06;2025-10-10 18:08:06
